ko,sequence_count,full_f1,full_note,frag_f1,frag_note
K23766,75,0.928571,,0.7,
K23767,145,0.941176,,0.878049,
K23768,215,0.933333,,0.680851,
K23769,72,1.0,,0.857143,
K23770,128,0.958333,,0.833333,
K23771,161,0.842105,,0.622222,
K23772,106,0.954545,,0.888889,
K23773,530,0.775956,,0.719424,
K23774,476,0.967033,,0.873239,
K23775,5020,0.694389,,0.692771,
K23776,132,0.925926,,0.9,
K23777,459,0.786127,,0.636364,
K23778,375,0.610169,,0.461538,
K23779,778,0.432836,,0.425532,
K23780,180,0.985507,,0.872727,
K23781,534,0.980952,,0.890244,
K23782,452,0.922222,,0.736196,
K23783,233,0.988764,,0.876712,
K23784,174,0.952381,,0.909091,
K23785,146,0.931034,,0.884615,
K23786,308,0.707071,,0.809524,
K23787,142,0.965517,,0.933333,
K23788,270,0.96,,0.628571,
K23789,301,0.956522,,0.938776,
K23790,281,0.860465,,0.888889,
K23791,690,0.906977,,0.90625,
K23792,516,0.889952,,0.811189,
K23793,263,0.950495,,0.933333,
K23794,829,0.935385,,0.899598,
K23795,132,0.851852,,0.864865,
K23796,362,0.970588,,0.866667,
K23797,866,0.932551,,0.87108,
K23798,164,0.9375,,0.92,
K23799,25,1.0,no negative,0.727273,
K23800,346,0.917293,,0.936937,
K23801,401,0.876712,,0.792079,
K23802,643,0.932203,,0.890323,
K23803,11,1.0,,0.363636,
K23804,564,0.906542,,0.860927,
K23805,1,1.0,,1.0,
K23806,1,1.0,,0.0,
K23807,40,0.615385,,0.909091,
K23809,1,0.0,,0.666667,
K23810,6,0.0,,0.0,no positive
K23811,30,1.0,,0.857143,
K23812,73,0.742857,,0.516129,
K23813,1,0.0,no negative,1.0,no negative
K23814,183,0.84375,,0.791667,
K23815,123,0.565217,,0.625,
K23816,51,0.571429,,0.428571,
K23817,35,0.705882,,0.222222,
K23818,87,0.967742,,0.869565,
K23819,275,0.927835,,0.828571,
K23820,596,0.814815,,0.765432,
K23821,314,0.9,,0.865979,
K23822,103,0.969697,,0.909091,
K23823,193,1.0,,0.962963,
K23824,175,0.970588,,0.846154,
K23825,437,0.962963,,0.805755,
K23826,212,0.97619,,0.869565,
K23827,1,1.0,,0.666667,
K23828,1,1.0,,1.0,
K23829,154,0.983051,,0.918919,
K23830,2,0.0,no positive,0.0,no positive
K23831,2,0.666667,,1.0,
K23832,6,0.0,no positive,0.0,no positive
K23833,6,1.0,no negative,1.0,
K23834,5,0.0,,0.0,no positive
K23835,70,0.88,,0.869565,
K23836,223,0.842105,,0.84375,
K23837,238,0.947368,,0.90625,
K23838,59,0.933333,,0.8,
K23839,50,0.888889,,0.823529,
K23840,132,0.904762,,0.818182,
K23841,703,0.83045,,0.776699,
K23842,465,0.994413,,0.953642,
K23843,345,0.954545,,0.934426,
K23844,213,0.936709,,0.893617,
K23845,287,0.945455,,0.866667,
K23846,11,0.0,no positive,0.0,no positive
K23847,218,0.645161,,0.666667,
K23848,20,0.444444,,0.4,
K23849,135,0.952381,,0.972973,
K23850,157,0.9375,,0.782609,
K23851,228,0.888889,,0.761905,
K23852,197,1.0,,0.916667,
K23853,245,0.876712,,0.736842,
K23854,445,0.933333,,0.894737,
K23855,864,0.927711,,0.860068,
K23856,168,0.980392,,0.888889,
K23857,262,0.934783,,0.873239,
K23858,365,0.992701,,0.932203,
K23859,830,0.91018,,0.866953,
K23860,734,0.89726,,0.84058,
K23861,153,0.983607,,0.976744,
K23863,329,0.870229,,0.883333,
K23864,163,0.947368,,0.863636,
K23865,11,0.0,,0.0,no positive
K23866,2,1.0,,1.0,no negative
K23867,228,0.931818,,0.90411,
K23868,485,0.972376,,0.909091,
K23869,252,0.93617,,0.906667,
K23870,217,0.961039,,0.823529,
K23871,234,1.0,,0.947368,
K23872,99,0.451613,,0.8,
K23873,3,0.0,no positive,0.0,no positive
K23874,76,0.9,,0.75,
K23874+K24002,5,0.0,no negative,,
K23876,471,0.832487,,0.7125,
K23877,432,0.569832,,0.344828,
K23878,420,0.87013,,0.769231,
K23879,554,0.887892,,0.831683,
K23880,524,0.907317,,0.877419,
K23881,320,0.902256,,0.808989,
K23882,324,0.92437,,0.886598,
K23883,325,0.869565,,0.869565,
K23884,250,0.873786,,0.868421,
K23885,221,0.901408,,0.923077,
K23886,478,0.77551,,0.715686,
K23887,138,0.961538,,0.857143,
K23888,14,1.0,,1.0,
K23889,8,1.0,no negative,,no sample
K23890,2,1.0,,1.0,
K23891,4,0.0,,1.0,
K23892,4,0.0,,0.5,
K23893,811,0.818792,,0.722222,
K23894,374,0.939394,,0.894309,
K23895,156,0.983051,,0.938776,
K23896,113,0.634146,,0.625,
K23897,214,0.888889,,0.724138,
K23898,87,0.923077,,0.818182,
K23899,322,0.862069,,0.830189,
K23900,139,0.684211,,0.736842,
K23901,615,0.84585,,0.805825,
K23901+K28034,2,1.0,,,
K23902,293,0.848485,,0.898876,
K23903,124,0.777778,,0.785714,
K23904,121,0.904762,,0.8,
K23905,477,0.85,,0.797203,
K23906,73,0.857143,,0.947368,
K23907,323,0.867257,,0.774194,
K23908,206,0.833333,,0.825,
K23909,831,0.939683,,0.788991,
K23910,134,0.938776,,0.930233,
K23911,181,0.985075,,0.980392,
K23912,166,0.933333,,0.904762,
K23913,134,0.809524,,0.9,
K23914,117,0.974359,,0.8125,
K23915,188,0.911765,,0.877193,
K23916,85,0.846154,,0.5,
K23917,212,0.97561,,0.927536,
K23918,120,1.0,,0.954545,
K23919,111,0.636364,,0.8,
K23920,75,0.842105,,0.6,
K23921,118,0.75,,0.774194,
K23922,228,0.753247,,0.84507,
K23923,136,0.93617,,0.944444,
K23924,133,0.980392,,0.913043,
K23925,110,0.857143,,0.6875,
K23926,539,0.934673,,0.921466,
K23927,139,0.893617,,0.837209,
K23928,185,0.971429,,0.967742,
K23929,410,0.915033,,0.857143,
K23930,1283,0.9375,,0.879552,
K23931,275,0.970874,,0.955224,
K23932,75,0.727273,,0.461538,
K23934,903,0.803468,,0.758427,
K23935,308,0.96,,0.886598,
K23936,5,0.0,,,no sample
K23937,88,0.482759,,0.941176,
K23938,285,0.949153,,0.896552,
K23939,455,0.851064,,0.833333,
K23940,26,0.75,,0.428571,
K23941,6,1.0,,1.0,
K23942,2,0.0,no positive,0.0,no positive
K23943,3,0.0,,0.0,no positive
K23944,2,,no sample,,no sample
K23945,1,0.0,no negative,0.5,
K23946,11,0.0,,0.444444,
K23947,232,0.939759,,0.925373,
K23948,696,0.94902,,0.954774,
K23949,553,0.894231,,0.893401,
K23950,64,1.0,no negative,0.933333,
K23951,337,0.96,,0.944444,
K23952,551,0.872727,,0.757396,
K23953,693,0.969925,,0.877637,
K23954,303,1.0,,0.90411,
K23955,310,0.982759,,0.95,
K23956,283,0.921739,,0.906667,
K23957,600,0.964286,,0.908163,
K23958,531,0.812785,,0.714286,
K23959,123,1.0,,0.833333,
K23960,357,0.953125,,0.928571,
K23961,973,0.92876,,0.884058,
K23962,266,0.930693,,0.914286,
K23963,326,0.97561,,0.970874,
K23964,278,0.962264,,0.888889,
K23965,475,0.957895,,0.938272,
K23966,535,0.909091,,0.885496,
K23967,76,0.8,,0.6,
K23968,4,1.0,,1.0,
K23969,333,0.948276,,0.842105,
K23970,332,0.902256,,0.853333,
K23971,183,0.958904,,0.961538,
K23972,285,0.949495,,0.865672,
K23973,3,0.0,,0.5,
K23974,1,1.0,,1.0,
K23975,283,0.963636,,0.931818,
K23976,295,0.93578,,0.853659,
K23977,100,1.0,no negative,1.0,no negative
K23978,1075,0.925134,,0.836601,
K23979,46,1.0,,0.833333,
K23980,285,0.767857,,0.8,
K23982,13,0.666667,,0.666667,
K23983,126,0.826087,,0.514286,
K23984,2,,no sample,0.0,no negative
K23985,59,0.818182,,0.5,
K23986,86,0.9375,,0.782609,
K23987,321,1.0,,0.959184,
K23988,398,0.85906,,0.781818,
K23989,118,0.677966,,0.266667,
K23991,92,1.0,no negative,0.916667,
K23992,91,0.606061,,0.823529,
K23993,606,0.96,,0.8,
K23994,988,0.918782,,0.849057,
K23995,262,0.969697,,0.90625,
K23996,2,0.666667,,0.5,
K23997,4471,0.954572,,0.886427,
K23998,127,0.978723,no negative,0.944444,
K23999,88,1.0,,0.956522,
K24001,5,1.0,,1.0,
K24002,63,0.916667,,0.571429,
K24003,73,0.903226,,0.705882,
K24004,67,1.0,,0.947368,
K24005,3,0.0,no positive,1.0,no negative
K24006,237,0.965517,,0.888889,
K24007,11,0.666667,,0.4,
K24008,19,0.857143,,0.857143,
K24009,40,1.0,,0.923077,
K24010,34,0.923077,,0.833333,
K24011,17,1.0,,0.8,
K24012,1286,0.734134,,0.684512,
K24013,349,0.944,,0.912621,
K24014,268,0.93578,,0.813953,
K24015,268,0.903846,,0.871795,
K24016,5,0.0,,,no sample
K24017,509,1.0,,0.969325,
K24018,160,1.0,,0.944444,
K24019,64,0.909091,,1.0,
K24020,423,0.986842,,0.931298,
K24021,231,0.811594,,0.872727,
K24022,406,0.986486,,0.9,
K24023,319,0.970874,,0.883721,
K24024,508,0.939891,,0.794118,
K24025,176,0.903226,,0.846154,
K24026,247,0.93617,,0.821918,
K24027,294,0.981132,,0.883117,
K24028,467,0.745098,,0.583942,
K24029,514,0.93,,0.880597,
K24030,339,0.985075,,0.871287,
K24031,439,0.875,,0.83871,
K24032,350,0.977444,,0.917431,
K24033,96,0.848485,,0.7,
K24034,60,1.0,no negative,0.7,
K24035,192,0.986667,,0.967742,
K24036,193,0.985075,,0.925926,
K24037,228,0.947368,,0.935484,
K24038,304,0.972477,,0.947368,
K24039,91,0.896552,,0.857143,
K24040,166,0.7,,0.73913,
K24041,207,0.769231,,0.77551,
K24042,442,1.0,,0.954839,
K24043,110,0.5,,0.56,
K24044,8,0.0,,0.5,
K24045,201,0.945946,,0.982456,
K24046,285,0.854701,,0.827586,
K24047,606,0.817778,,0.807947,
K24048,342,0.954545,,0.884615,
K24049,445,0.958084,,0.95302,
K24050,295,0.951613,,0.92,
K24051,468,0.939891,,0.857143,
K24052,186,0.970588,,0.965517,
K24053,246,0.834951,,0.836364,
K24054,167,0.923077,,0.956522,
K24055,157,0.75,,0.6875,
K24056,161,0.842105,,0.85,
K24057,222,0.942529,,0.929577,
K24058,259,0.949495,,0.885714,
K24059,319,0.976,,0.929293,
K24060,294,0.952381,,0.904762,
K24061,103,0.864865,,0.928571,
K24062,227,0.989011,,0.957746,
K24063,84,0.914286,,0.888889,
K24064,309,0.941176,,0.876404,
K24065,308,0.931034,,0.88172,
K24066,178,0.925373,,0.666667,
K24067,142,0.941176,,0.837209,
K24068,539,0.64557,,0.536313,
K24069,479,0.967391,,0.948718,
K24070,442,0.988235,,0.916667,
K24071,58,1.0,,1.0,
K24072,95,0.75,,0.666667,
K24073,137,0.857143,,0.782609,
K24074,67,1.0,,0.705882,
K24075,82,0.4,,0.421053,
K24076,161,0.821429,,0.809524,
K24077,57,0.666667,,0.5,
K24078,124,0.842105,,0.709677,
K24079,14,0.8,,0.5,
K24080,103,0.918919,,0.888889,
K24081,268,0.96,,0.875,
K24082,16,0.666667,,0.666667,
K24083,459,0.96,,0.94964,
K24084,236,0.866667,,0.740741,
K24085,32,0.4,,0.153846,
K24086,303,0.964286,,0.903226,
K24087,52,0.62069,,0.428571,
K24088,8,1.0,,0.0,
K24089,3,0.0,,1.0,
K24090,8,0.0,,0.0,
K24091,185,0.895522,,0.901961,
K24092,49,1.0,,0.714286,
K24093,41,0.705882,,0.636364,
K24094,180,0.96875,,0.928571,
K24095,284,0.842105,,0.571429,
K24096,69,0.5,,0.0,
K24097,41,0.857143,,0.5,
K24098,307,0.850746,,0.854701,
K24099,184,0.911765,,0.875,
K24100,3,0.0,no positive,0.0,no positive
K24101,56,0.842105,,0.4,
K24102,92,1.0,,0.952381,
K24103,178,0.955224,,0.857143,
K24104,1718,0.968703,,0.905594,
K24105,235,0.898876,,0.90625,
K24106,3,1.0,,0.4,
K24107,2,1.0,,1.0,
K24108,67,0.615385,,0.6,
K24109,78,0.923077,,0.666667,
K24110,68,0.88,,0.857143,
K24111,31,0.888889,,0.545455,
K24112,71,0.8,,0.8,
K24113,134,0.872727,,0.777778,
K24114,29,1.0,,0.615385,
K24115,27,0.888889,,1.0,
K24116,380,0.433862,,0.409091,
K24117,100,0.774194,,0.705882,
K24118,524,0.93401,,0.875,
K24119,781,0.9701,,0.921348,
K24120,506,0.870466,,0.934783,
K24121,136,0.642857,,0.8,
K24122,2,1.0,no negative,1.0,no negative
K24123,338,0.961832,,0.878505,
K24124,350,0.921986,,0.869565,
K24125,369,0.972222,,0.9375,
K24126,351,0.962963,,0.973913,
K24127,2297,0.883002,,0.821839,
K24128,19,0.666667,,1.0,
K24129,376,0.926471,,0.814159,
K24130,21,0.6,,0.6,
K24131,1594,0.855263,,0.766885,
K24132,105,0.421053,,0.352941,
K24133,133,0.731707,,0.692308,
K24134,490,0.924623,,0.805755,
K24135,1246,0.959677,,0.900763,
K24136,259,0.959184,,0.826667,
K24137,139,0.972973,,0.944444,
K24138,889,0.921409,,0.884273,
K24139,1084,0.922374,,0.866097,
K24140,101,0.923077,,1.0,
K24141,323,0.936508,,0.804348,
K24142,373,0.93617,,0.920635,
K24143,179,0.96875,,0.867925,
K24144,669,0.895522,,0.807175,
K24145,219,0.95122,,0.864865,
K24146,439,0.888889,,0.825175,
K24147,23,0.8,,0.727273,
K24148,265,0.84,,0.794872,
K24149,63,0.923077,,0.736842,
K24150,3,1.0,,1.0,
K24151,1,1.0,,1.0,
K24152,5,0.0,no negative,0.0,no positive
K24153,3,0.0,no positive,0.0,no positive
K24154,311,0.984127,,0.964912,
K24155,666,0.953488,,0.824121,
K24156,240,0.927835,,0.870588,
K24157,231,0.93617,,0.757576,
K24158,794,0.981013,,0.939929,
K24159,2,0.0,,0.666667,
K24160,1433,0.940559,,0.817708,
K24161,3,0.0,,0.4,
K24162,3,0.0,,0.0,no positive
K24163,2408,0.973767,,0.90404,
K24164,233,0.957447,,0.776119,
K24165,272,0.971429,,0.885714,
K24166,436,0.929412,,0.868852,
K24167,179,0.909091,,0.8,
K24168,100,1.0,,0.96,
K24169,648,0.890625,,0.85567,
K24170,87,0.72,,0.8,
K24171,87,0.882353,,0.133333,
K24172,75,0.916667,,0.8,
K24173,265,0.934579,,0.891304,
K24174,421,0.870588,,0.932432,
K24175,367,0.838235,,0.835165,
K24176,172,0.909091,,0.875,
K24177,144,0.90566,,0.909091,
K24178,103,0.837209,,0.956522,
K24179,12,1.0,,0.0,no positive
K24180,3254,0.883503,,0.809372,
K24181,145,0.862745,,0.871795,
K24182,25,0.888889,,0.75,
K24183,303,0.888889,,0.795918,
K24184,643,0.866142,,0.830189,
K24185,372,0.952381,,0.896552,
K24186,218,0.973684,,0.807692,
K24187,6,1.0,,0.0,no positive
K24188,209,0.818182,,0.786885,
K24189,123,0.95,,0.882353,
K24190,219,0.631579,,0.611111,
K24191,374,0.876033,,0.894309,
K24192,135,0.833333,,0.851852,
K24193,1239,0.889313,,0.859031,
K24194,583,0.960699,,0.90625,
K24195,663,0.7,,0.664151,
K24196,168,0.933333,,0.913043,
K24197,92,1.0,,0.9,
K24198,122,0.818182,,0.833333,
K24199,237,0.955556,,0.942857,
K24200,405,0.922156,,0.898551,
K24201,45,0.923077,,0.461538,
K24202,158,0.741935,,0.807018,
K24203,297,0.928571,,0.810127,
K24204,344,0.775194,,0.778947,
K24205,2047,0.903148,,0.834512,
K24206,849,0.930636,,0.873239,
K24209,82,0.967742,,0.8,
K24210,53,1.0,,0.5,
K24211,125,1.0,,0.9375,
K24212,142,0.909091,,0.904762,
K24213,185,0.872727,,0.594595,
K24214,257,0.960784,,0.84375,
K24215,80,0.941176,,0.705882,
K24216,48,0.857143,,0.714286,
K24217,1078,0.741259,,0.565934,
K24218,92,1.0,,0.888889,
K24219,75,1.0,,0.9,
K24220,518,0.834951,,0.677083,
K24221,117,0.594595,,0.488889,
K24222,649,0.960938,,0.887701,
K24223,453,0.894118,,0.898551,
K24224,443,0.964286,,0.888889,
K24225,296,0.796296,,0.711111,
K24226,303,0.966667,,0.877551,
K24227,330,0.904348,,0.794521,
K24228,401,0.987342,,0.85,
K24229,284,0.938053,,0.934783,
K24230,292,0.925926,,0.851064,
K24231,19,0.666667,,1.0,
K24232,13,0.0,no positive,0.0,no positive
K24233,39,0.714286,,0.666667,
K24234,16,0.666667,,0.0,no positive
K24235,268,0.909091,,0.736842,
K24236,124,0.814815,,0.75,
K24237,198,0.916667,,0.949153,
K24241,172,0.892857,,0.862745,
K24242,601,0.974576,,0.93401,
K24243,239,0.964706,,0.830769,
K24244,4,0.0,,0.0,no positive
K24245,4,0.0,,0.666667,
K24246,642,0.909091,,0.911392,
K24247,382,0.980132,,0.803738,
K24248,181,0.898551,,0.862745,
K24252,10,0.0,,0.0,no positive
K24253,404,0.980392,,0.931034,
K24254,685,0.83004,,0.739394,
K24255,147,0.981132,,0.851064,
K24256,28,0.666667,,1.0,
K24257,38,0.857143,,1.0,
K24258,442,0.94186,,0.871795,
K24259,36,0.933333,,0.888889,
K24260,275,0.961538,,0.878788,
K24261,137,0.933333,,0.909091,
K24262,246,0.92,,0.888889,
K24263,24,0.333333,,0.8,
K24264,110,0.833333,,0.8,
K24265,233,0.942529,,0.901408,
K24266,8,1.0,,0.0,
K24267,122,0.9,,0.72,
K24268,39,1.0,,1.0,
K24269,29,0.0,no positive,0.0,no positive
K24270,174,0.78125,,0.877193,
K24271,10,0.0,,0.5,
K24272,432,0.957055,,0.899329,
K24273,506,0.969697,,0.896552,
K24274,428,0.901235,,0.807018,
K24275,55,0.666667,,1.0,
K24276,23,0.666667,,0.25,
K24277,17,0.461538,,0.75,
K24278,68,0.956522,,0.923077,
K24279,66,0.7,,0.6,
K24280,11,0.0,,0.5,
K24281,3,0.0,,,no sample
K24282,21,0.4,,1.0,no negative
K24283,4,0.4,,1.0,
K24284,14,0.0,,0.25,
K24285,5,0.0,,1.0,
K24286,233,0.928571,,0.608696,
K24287,44,0.923077,,0.923077,
K24288,311,0.983607,,0.982143,
K24289,10,0.5,,0.5,
K24290,56,0.625,,0.5,
K24291,75,0.833333,,0.875,
K24292,5,0.0,no positive,0.0,no positive
K24293,25,0.888889,,0.8,
K24294,148,0.945455,,0.883721,
K24295,48,0.114286,,0.363636,
K24296,30,0.923077,,0.769231,
K24297,88,1.0,,0.941176,
K24298,323,0.686567,,0.623853,
K24299,33,0.923077,,0.888889,
K24300,865,0.745,,0.468647,
K24301,30,0.352941,,0.25,
K24302,34,0.615385,,0.6,
K24303,19,0.444444,,0.0,
K24304,40,0.666667,,0.714286,
K24306,21,0.666667,,0.857143,
K24307,84,0.4,,0.0,no positive
K24308,109,0.914286,,0.846154,
K24309,543,0.970874,,0.916667,
K24310,436,0.771084,,0.707317,
K24311,23,0.571429,,0.75,
K24312,9,0.0,no positive,0.0,no positive
K24313,420,0.976744,,0.931298,
K24314,188,0.96,,0.857143,
K24315,68,0.88,,0.823529,
K24316,111,0.789474,,0.882353,
K24317,276,0.886598,,0.939759,
K24318,257,0.933333,,0.830769,
K24319,143,0.809524,,0.857143,
K24320,31,1.0,no negative,1.0,
K24321,15,1.0,,0.5,
K24322,6,1.0,no negative,0.0,no positive
K24323,3,0.0,,1.0,
K24324,8,1.0,no negative,0.0,
K24325,14,0.8,,0.0,no positive
K24326,22,0.75,,0.888889,
K24327,12,0.0,no positive,0.0,no positive
K24328,6,0.0,no negative,0.5,
K24329,108,0.709677,,0.695652,
K24330,21,0.8,,0.666667,
K24331,165,0.846154,,0.734694,
K24332,336,0.930556,,0.859649,
K24333,558,0.895238,,0.75,
K24334,234,0.967033,,0.918919,
K24335,477,0.932642,,0.811765,
K24336,25,0.173913,,0.190476,
K24337,322,0.887097,,0.788462,
K24338,171,0.848485,,0.881356,
K24339,170,0.970588,,0.88,
K24340,162,0.861538,,0.736842,
K24341,284,0.938053,,0.83871,
K24342,308,0.894309,,0.770833,
K24343,40,1.0,no negative,1.0,
K24344,53,0.5,,0.5,
K24345,502,0.891892,,0.879227,
K24346,36,0.933333,,0.75,
K24347,57,0.888889,,1.0,
K24348,922,0.824798,,0.733624,
K24349,117,0.9,,0.904762,
K24350,428,0.921348,,0.822695,
K24351,125,0.958333,,0.8,
K24352,231,0.934783,,0.895522,
K24353,310,0.966667,,0.942308,
K24354,375,0.926174,,0.787879,
K24355,197,0.870588,,0.782609,
K24356,143,0.8,,0.666667,
K24357,180,0.970588,,0.955224,
K24358,178,0.901408,,0.857143,
K24359,221,0.976744,,0.903226,
K24360,387,0.87574,,0.76,
K24361,337,0.962963,,0.87395,
K24362,192,0.941176,,0.872727,
K24363,343,0.941176,,0.886957,
K24364,130,0.923077,,0.820513,
K24365,30,0.909091,,0.666667,
K24366,24,0.857143,,0.0,no positive
K24367,24,1.0,no negative,0.888889,
K24368,17,0.8,,0.8,
K24369,158,0.912281,,0.848485,
K24370,73,0.733333,,0.75,
K24371,145,1.0,,0.909091,
K24372,200,0.948718,,0.814815,
K24373,175,0.969697,,0.8,
K24374,179,0.971429,,0.928571,
K24375,211,0.91954,,0.773333,
K24376,58,0.916667,,0.952381,
K24377,190,0.945946,,0.793651,
K24378,13,0.4,,0.222222,
K24379,21,1.0,,0.666667,
K24380,36,1.0,,0.75,
K24381,201,0.941176,,0.8,
K24382,104,0.782609,,0.666667,
K24383,86,0.971429,,0.9375,
K24384,146,0.981818,,0.926829,
K24385,145,0.92,,0.782609,
K24386,131,0.956522,,0.736842,
K24387,725,0.922034,,0.868085,
K24388,50,0.857143,,1.0,
K24389,30,0.6,,0.666667,
K24391,19,0.8,,0.222222,
K24392,77,0.769231,,0.857143,
K24393,48,0.933333,no negative,1.0,no negative
K24394,96,0.918919,,0.833333,
K24395,106,0.685714,,0.604651,
K24396,25,0.75,,0.75,
K24397,18,0.666667,,0.666667,
K24398,72,0.923077,,0.705882,
K24399,385,0.946667,,0.907563,
K24400,218,0.682927,,0.474576,
K24401,147,0.888889,,0.857143,
K24402,217,0.987013,,0.894737,
K24403,105,0.777778,,0.789474,
K24404,308,0.975207,,0.92,
K24405,220,0.879121,,0.84375,
K24406,202,0.95122,,0.933333,
K24407,4,1.0,,0.4,
K24408,33,0.857143,,1.0,
K24409,133,0.756757,,0.923077,
K24410,82,0.814815,,0.8,
K24411,196,0.911765,,0.764706,
K24412,137,0.904762,,0.829268,
K24413,201,0.95,,0.935065,
K24414,48,0.705882,,0.588235,
K24415,66,0.666667,,0.56,
K24416,215,0.988235,,0.966667,
K24417,138,1.0,,0.930233,
K24418,410,0.957055,,0.951049,
K24419,637,0.747405,,0.71028,
K24420,278,0.868852,,0.621622,
K24421,106,0.888889,,0.863636,
K24422,352,0.957143,,0.921739,
K24423,275,0.902655,,0.740741,
K24424,248,0.907216,,0.74359,
K24425,39,0.833333,,0.6,
K24426,361,0.992806,,0.97561,
K24427,473,0.904255,,0.817073,
K24428,292,0.909091,,0.822222,
K24429,395,0.892857,,0.730159,
K24430,234,0.964706,,0.9,
K24431,118,0.909091,,0.969697,
K24432,234,0.906977,,0.875,
K24433,165,0.984615,,0.965517,
K24434,268,0.98,,0.911111,
K24435,358,0.917808,,0.779661,
K24436,292,0.892857,,0.876404,
K24437,255,0.967033,,0.860759,
K24438,23,0.857143,,0.666667,
K24439,13,1.0,,1.0,
K24440,14,0.666667,,0.5,
K24442,90,0.871795,,0.909091,
K24443,33,0.769231,,1.0,
K24444,122,0.897959,,0.914286,
K24445,61,1.0,no negative,0.947368,
K24446,64,0.956522,,0.857143,
K24447,144,0.962963,,0.933333,
K24448,10,0.666667,no negative,0.0,
K24449,10,1.0,,0.8,
K24450,254,0.808989,,0.724638,
K24451,259,0.777778,,0.771429,
K24452,60,0.75,,0.666667,
K24453,37,0.625,,0.5,
K24454,11,1.0,no negative,0.8,
K24455,166,0.969697,,0.888889,
K24456,551,0.841121,,0.821192,
K24457,89,0.848485,,0.636364,
K24458,101,0.666667,,0.580645,
K24459,107,0.594595,,0.518519,
K24461,165,0.9375,,0.867925,
K24462,141,0.909091,,0.833333,
K24463,122,0.93617,,0.62069,
K24464,93,0.769231,,1.0,
K24465,439,0.928571,,0.875912,
K24466,23,0.8,,0.461538,
K24467,128,0.916667,,0.888889,
K24468,182,0.74359,,0.435897,
K24469,316,0.793651,,0.560976,
K24470,202,1.0,,0.867925,
K24471,178,0.941176,,0.72,
K24472,281,0.947368,,0.901961,
K24473,579,0.961702,,0.875,
K24474,142,0.866667,,0.846154,
K24475,102,0.816327,,0.651163,
K24476,209,0.961039,,0.692308,
K24477,378,0.966887,,0.770492,
K24478,475,0.938776,,0.878788,
K24479,123,0.97561,,0.875,
K24480,272,0.905983,,0.811881,
K24481,142,0.979592,,0.952381,
K24482,152,0.967742,,0.733333,
K24483,204,0.927536,,0.8,
K24484,231,0.956522,,0.921053,
K24485,363,0.892086,,0.878788,
K24486,248,0.934783,,0.871795,
K24487,252,0.958333,,0.809524,
K24488,62,1.0,no negative,1.0,
K24489,180,0.972222,,0.945455,
K24490,170,0.984615,,0.976744,
K24491,511,0.979167,,0.836879,
K24492,273,0.767677,,0.821918,
K24493,176,0.952381,,0.823529,
K24494,296,0.99115,,0.900901,
K24495,551,0.981982,,0.895238,
K24496,452,0.845238,,0.721311,
K24497,87,0.918919,,0.903226,
K24498,288,0.925926,,0.765432,
K24499,279,0.952381,,0.924731,
K24500,215,0.966292,,0.888889,
K24501,402,0.910256,,0.913793,
K24502,393,0.838235,,0.897196,
K24503,101,0.918919,,0.827586,
K24504,411,0.894737,,0.771654,
K24505,291,0.945455,,0.962963,
K24506,161,0.966667,,0.956522,
K24507,234,0.955556,,0.819672,
K24508,194,0.986301,,0.909091,
K24509,422,0.963855,,0.897059,
K24510,1059,0.850575,,0.814371,
K24511,634,0.851711,,0.747573,
K24512,319,0.969231,,0.897196,
K24513,373,0.830986,,0.735849,
K24514,223,0.746988,,0.893617,
K24515,161,0.952381,,0.916667,
K24516,172,0.923077,,0.826087,
K24517,268,0.92,,0.915663,
K24518,164,0.8125,,0.714286,
K24519,130,0.980392,,0.916667,
K24520,65,0.636364,,0.727273,
K24521,265,0.733945,,0.73913,
K24522,264,0.924731,,0.930233,
K24523,378,0.927152,,0.745455,
K24524,314,0.823529,,0.849057,
K24524+K24526,16,1.0,no negative,,
K24525,159,0.8,,0.727273,
K24526,362,0.910345,,0.765957,
K24527,305,0.95,,0.853659,
K24528,2,1.0,no negative,1.0,
K24529,60,0.363636,,0.47619,
K24530,4,0.0,no positive,0.0,no positive
K24532,244,0.958904,,0.847458,
K24533,1,0.0,,0.5,
K24534,7,1.0,,0.0,no positive
K24535,5,1.0,no negative,0.666667,
K24536,325,0.918919,,0.735632,
K24537,251,0.932039,,0.792453,
K24538,197,0.901408,,0.862745,
K24539,230,0.811881,,0.666667,
K24540,147,0.914286,,0.777778,
K24541,56,0.947368,,0.857143,
K24542,57,0.857143,,0.5,
K24543,91,0.923077,,0.923077,
K24544,241,0.788991,,0.779221,
K24545,10,0.666667,,1.0,
K24546,14,1.0,,1.0,
K24547,7,1.0,,1.0,
K24548,9,1.0,,1.0,
